ID,DIET_FORMULA,INTAKE_GR,DATE,COMMENTS,delta_measurement,corrected_intake_gr,DIET,KCAL_G,corrected_intake_kcal,SEX,COHORT,STRAIN,AIM,GROUP,DRUG,SABLE_DAY,SABLE
3706,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,12.870000000000005,2024-10-28,NA,3,4.290000000000002,CHOW,3.1,13.299000000000008,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,16.649999999999977,2024-10-28,NA,3,5.549999999999993,CHOW,3.1,17.204999999999977,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,12.259999999999993,2024-10-28,NA,3,4.086666666666663,CHOW,3.1,12.668666666666656,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,15.389999999999986,2024-10-28,NA,3,5.1299999999999955,CHOW,3.1,15.902999999999986,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,17.029999999999973,2024-10-28,NA,3,5.676666666666658,CHOW,3.1,17.59766666666664,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,13.349999999999994,2024-10-28,NA,3,4.449999999999998,CHOW,3.1,13.794999999999996,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,13.45999999999998,2024-10-28,NA,3,4.48666666666666,CHOW,3.1,13.908666666666647,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3706,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,17.420000000000016,2024-10-30,NA,2,8.710000000000008,CHOW,3.1,27.001000000000023,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,24.460000000000008,2024-10-30,NA,2,12.230000000000004,CHOW,3.1,37.91300000000001,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.04000000000002,2024-10-30,NA,2,5.52000000000001,CHOW,3.1,17.112000000000034,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.610000000000014,2024-10-30,NA,2,5.805000000000007,CHOW,3.1,17.99550000000002,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,7.639999999999986,2024-10-30,NA,2,3.819999999999993,CHOW,3.1,11.84199999999998,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.870000000000005,2024-10-30,NA,2,4.935000000000002,CHOW,3.1,15.298500000000008,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,8.170000000000016,2024-10-30,NA,2,4.085000000000008,CHOW,3.1,12.663500000000026,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3706,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,19.269999999999985,2024-11-01,NA,2,9.634999999999993,CHOW,3.1,29.868499999999973,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,18.919999999999987,2024-11-01,NA,2,9.459999999999994,CHOW,3.1,29.325999999999983,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,12.829999999999984,2024-11-01,NA,2,6.414999999999992,CHOW,3.1,19.886499999999977,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,15.079999999999984,2024-11-01,NA,2,7.539999999999992,CHOW,3.1,23.373999999999977,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.680000000000009,2024-11-01,NA,2,5.840000000000003,CHOW,3.1,18.10400000000001,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.549999999999985,2024-11-01,NA,2,5.7749999999999915,CHOW,3.1,17.902499999999975,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.45999999999998,2024-11-01,NA,2,5.72999999999999,CHOW,3.1,17.76299999999997,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3706,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,28.230000000000015,2024-11-04,NA,3,9.410000000000004,CHOW,3.1,29.171000000000017,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,25.110000000000017,2024-11-04,NA,3,8.370000000000005,CHOW,3.1,25.947000000000013,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,19.039999999999992,2024-11-04,NA,3,6.346666666666664,CHOW,3.1,19.67466666666666,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,20.06,2024-11-04,NA,3,6.686666666666667,CHOW,3.1,20.72866666666667,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,15.350000000000025,2024-11-04,NA,3,5.116666666666674,CHOW,3.1,15.861666666666691,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,17.910000000000025,2024-11-04,NA,3,5.970000000000009,CHOW,3.1,18.507000000000023,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,16.55000000000001,2024-11-04,NA,3,5.51666666666667,CHOW,3.1,17.101666666666677,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3706,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,12.789999999999992,2024-11-06,NA,2,6.394999999999996,CHOW,3.1,19.82449999999999,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,17.95999999999998,2024-11-06,NA,2,8.97999999999999,CHOW,3.1,27.83799999999997,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,15.150000000000006,2024-11-06,NA,2,7.575000000000003,CHOW,3.1,23.48250000000001,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,14.099999999999994,2024-11-06,NA,2,7.049999999999997,CHOW,3.1,21.854999999999993,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,13.049999999999985,2024-11-06,NA,2,6.5249999999999915,CHOW,3.1,20.227499999999974,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,13.699999999999989,2024-11-06,NA,2,6.849999999999994,CHOW,3.1,21.23499999999998,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,12.47999999999999,2024-11-06,NA,2,6.239999999999995,CHOW,3.1,19.343999999999983,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3706,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,10.120000000000005,2024-11-08,NA,2,5.060000000000002,CHOW,3.1,15.686000000000009,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,13.04000000000002,2024-11-08,NA,2,6.52000000000001,CHOW,3.1,20.21200000000003,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,13.75,2024-11-08,NA,2,6.875,CHOW,3.1,21.3125,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,14.159999999999997,2024-11-08,NA,2,7.079999999999998,CHOW,3.1,21.947999999999997,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.400000000000006,2024-11-08,NA,2,5.700000000000003,CHOW,3.1,17.67000000000001,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,14.47999999999999,2024-11-08,NA,2,7.239999999999995,CHOW,3.1,22.443999999999985,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,12.640000000000017,2024-11-08,NA,2,6.320000000000007,CHOW,3.1,19.592000000000024,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3706,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,14.70999999999998,2024-11-11,NA,3,4.903333333333326,CHOW,3.1,15.200333333333312,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,13.03,2024-11-11,NA,3,4.343333333333334,CHOW,3.1,13.464333333333334,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,19.569999999999993,2024-11-11,NA,3,6.523333333333331,CHOW,3.1,20.222333333333324,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,18.01000000000002,2024-11-11,NA,3,6.00333333333334,CHOW,3.1,18.61033333333335,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,16.519999999999982,2024-11-11,NA,3,5.506666666666661,CHOW,3.1,17.07066666666665,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,19.03,2024-11-11,NA,3,6.343333333333334,CHOW,3.1,19.664333333333335,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,14.97,2024-11-11,NA,3,4.989999999999999,CHOW,3.1,15.468999999999998,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3716,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,26.120000000000005,2024-11-11,NA,3,8.706666666666669,CHOW,3.1,26.990666666666673,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3719,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,16.74000000000001,2024-11-11,NA,3,5.580000000000003,CHOW,3.1,17.29800000000001,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3720,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,21.69999999999999,2024-11-11,NA,3,7.23333333333333,CHOW,3.1,22.423333333333325,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.990000000000007,2024-11-11,NA,3,3.9966666666666697,CHOW,3.1,12.389666666666676,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,15.629999999999995,2024-11-11,NA,3,5.209999999999998,CHOW,3.1,16.150999999999996,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3706,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,5.53000000000003,2024-11-13,DAY_2_SABLE,1,5.53000000000003,CHOW,3.1,17.143000000000093,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,SABLE_DAY_2,Baseline
3707,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,5.490000000000009,2024-11-13,DAY_2_SABLE,1,5.490000000000009,CHOW,3.1,17.01900000000003,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,SABLE_DAY_2,Baseline
3708,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,4.779999999999973,2024-11-13,DAY_2_SABLE,1,4.779999999999973,CHOW,3.1,14.817999999999916,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,SABLE_DAY_2,Baseline
3710,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,7.189999999999998,2024-11-13,DAY_2_SABLE,1,7.189999999999998,CHOW,3.1,22.28899999999999,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,SABLE_DAY_2,Baseline
3711,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,5.189999999999998,2024-11-13,DAY_2_SABLE,1,5.189999999999998,CHOW,3.1,16.088999999999995,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,SABLE_DAY_2,Baseline
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,10.590000000000003,2024-11-13,NA,2,5.295000000000002,CHOW,3.1,16.414500000000007,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.669999999999987,2024-11-13,NA,2,4.834999999999994,CHOW,3.1,14.98849999999998,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3716,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,16.389999999999986,2024-11-13,NA,2,8.194999999999993,CHOW,3.1,25.40449999999998,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3719,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.769999999999982,2024-11-13,NA,2,4.884999999999991,CHOW,3.1,15.143499999999973,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3720,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.660000000000023,2024-11-13,NA,2,5.8300000000000125,CHOW,3.1,18.07300000000004,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.96999999999997,2024-11-13,NA,2,4.984999999999985,CHOW,3.1,15.453499999999954,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.550000000000011,2024-11-13,NA,2,4.775000000000006,CHOW,3.1,14.802500000000018,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3706,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.899999999999975,2024-11-15,DAY_4_SABLE,2,5.949999999999989,CHOW,3.1,18.444999999999965,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,SABLE_DAY_4,Baseline
3707,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.590000000000032,2024-11-15,DAY_4_SABLE,2,4.795000000000016,CHOW,3.1,14.86450000000005,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,SABLE_DAY_4,Baseline
3708,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,13.720000000000027,2024-11-15,DAY_4_SABLE,2,6.860000000000014,CHOW,3.1,21.266000000000044,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,SABLE_DAY_4,Baseline
3710,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,12.339999999999977,2024-11-15,DAY_4_SABLE,2,6.1699999999999875,CHOW,3.1,19.126999999999963,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,SABLE_DAY_4,Baseline
3711,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.949999999999989,2024-11-15,DAY_4_SABLE,2,5.974999999999994,CHOW,3.1,18.522499999999983,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,SABLE_DAY_4,Baseline
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,10.409999999999997,2024-11-15,NA,2,5.204999999999998,CHOW,3.1,16.135499999999997,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,10.52000000000001,2024-11-15,NA,2,5.260000000000005,CHOW,3.1,16.306000000000015,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3716,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,17.609999999999985,2024-11-15,NA,2,8.804999999999993,CHOW,3.1,27.29549999999998,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3719,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.170000000000016,2024-11-15,NA,2,4.585000000000008,CHOW,3.1,14.213500000000025,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3720,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.509999999999993,2024-11-15,NA,2,5.7549999999999955,CHOW,3.1,17.840499999999988,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,8.970000000000027,2024-11-15,NA,2,4.485000000000014,CHOW,3.1,13.903500000000042,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,8.949999999999989,2024-11-15,NA,2,4.474999999999994,CHOW,3.1,13.872499999999985,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,18.90000000000001,2024-11-18,NA,3,6.300000000000002,CHOW,3.1,19.530000000000005,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,15.810000000000002,2024-11-18,NA,3,5.2700000000000005,CHOW,3.1,16.337000000000003,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3716,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,21.819999999999993,2024-11-18,NA,3,7.273333333333331,CHOW,3.1,22.547333333333327,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3719,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,20.089999999999975,2024-11-18,NA,3,6.696666666666658,CHOW,3.1,20.759666666666643,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3720,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,20.31,2024-11-18,NA,3,6.7700000000000005,CHOW,3.1,20.987,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,16.69999999999999,2024-11-18,NA,3,5.566666666666663,CHOW,3.1,17.256666666666657,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,17.52000000000001,2024-11-18,NA,3,5.840000000000003,CHOW,3.1,18.10400000000001,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3726,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,19.389999999999983,2024-11-18,NA,3,6.4633333333333285,CHOW,3.1,20.036333333333317,F,5,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3727,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,19.039999999999992,2024-11-18,NA,3,6.346666666666664,CHOW,3.1,19.67466666666666,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,18.110000000000017,2024-11-18,NA,3,6.0366666666666715,CHOW,3.1,18.713666666666683,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,20.789999999999992,2024-11-18,NA,3,6.929999999999997,CHOW,3.1,21.48299999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3706,D12450Ki,3.4299999999999997,2024-11-20,NA,2,1.715,LFD,3.82,6.5512999999999995,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,D12450Ki,2.210000000000001,2024-11-20,NA,2,1.1050000000000004,LFD,3.82,4.221100000000002,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,D12450Ki,3.039999999999999,2024-11-20,NA,2,1.5199999999999996,LFD,3.82,5.806399999999998,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,3.5500000000000007,2024-11-20,NA,2,1.7750000000000004,LFD,3.82,6.780500000000001,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,D12450Ki,1.379999999999999,2024-11-20,NA,2,0.6899999999999995,LFD,3.82,2.635799999999998,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,4.25,2024-11-20,DAY_2_SABLE,1,4.25,CHOW,3.1,13.175,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,SABLE_DAY_2,Baseline
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,3.5600000000000023,2024-11-20,DAY_2_SABLE,1,3.5600000000000023,CHOW,3.1,11.036000000000008,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,SABLE_DAY_2,Baseline
3716,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,3.959999999999979,2024-11-20,DAY_2_SABLE,1,3.959999999999979,CHOW,3.1,12.275999999999938,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,SABLE_DAY_2,Baseline
3719,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,4.3700000000000045,2024-11-20,DAY_2_SABLE,1,4.3700000000000045,CHOW,3.1,13.547000000000017,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,SABLE_DAY_2,Baseline
3720,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,13.009999999999993,2024-11-20,NA,2,6.5049999999999955,CHOW,3.1,20.165499999999987,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,10.769999999999982,2024-11-20,NA,2,5.384999999999991,CHOW,3.1,16.693499999999972,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.399999999999975,2024-11-20,NA,2,4.699999999999989,CHOW,3.1,14.569999999999965,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3726,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.20999999999998,2024-11-20,NA,2,4.60499999999999,CHOW,3.1,14.275499999999967,F,5,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3727,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.199999999999989,2024-11-20,NA,2,4.599999999999994,CHOW,3.1,14.259999999999982,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.560000000000002,2024-11-20,NEW_LOCATION_IN_RACK,2,4.780000000000001,CHOW,3.1,14.818000000000003,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,9.079999999999984,2024-11-20,NEW_LOCATION_IN_RACK,2,4.539999999999992,CHOW,3.1,14.073999999999977,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3706,D12450Ki,5.979999999999997,2024-11-22,NA,2,2.9899999999999984,LFD,3.82,11.421799999999994,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,D12450Ki,6.350000000000001,2024-11-22,NA,2,3.1750000000000007,LFD,3.82,12.128500000000004,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,D12450Ki,7.09,2024-11-22,NA,2,3.545,LFD,3.82,13.5419,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,7.379999999999999,2024-11-22,NA,2,3.689999999999999,LFD,3.82,14.095799999999995,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,D12450Ki,4.789999999999999,2024-11-22,NA,2,2.3949999999999996,LFD,3.82,9.148899999999998,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,8.140000000000043,2024-11-22,DAY_4_SABLE,2,4.070000000000022,CHOW,3.1,12.617000000000068,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,SABLE_DAY_4,Baseline
3714,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.140000000000043,2024-11-22,DAY_4_SABLE,2,5.570000000000022,CHOW,3.1,17.267000000000067,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,SABLE_DAY_4,Baseline
3716,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,10.259999999999993,2024-11-22,DAY_4_SABLE,2,5.1299999999999955,CHOW,3.1,15.902999999999986,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,SABLE_DAY_4,Baseline
3719,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,11.720000000000027,2024-11-22,DAY_4_SABLE,2,5.860000000000014,CHOW,3.1,18.166000000000043,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,SABLE_DAY_4,Baseline
3720,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,20.140000000000015,2024-11-22,NA,2,10.070000000000007,CHOW,3.1,31.217000000000024,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
